statement	isMetaphor	source	language	row_id
Sie kümmert sich täglich um kranke Kinder. Sie hat ein Herz aus Gold.	1	MIST	DE	MIST:266
Man kann ihn von nichts abhalten. Er ist hartnäckig.	1	MIST	DE	MIST:267
Die Aufgabe ist komplex. Es ist noch vieles unverständlich.	0	MIST	DE	MIST:269
Er legt es oft drauf an. In Clubs fängt er an zu stänkern.	1	MIST	DE	MIST:271
Sie bezahlte sehr wenig. Der Deal erschien ihr fragwürdig.	0	MIST	DE	MIST:272
Der Lehrer ist selten freundlich. Meistens wirkt er streng.	0	MIST	DE	MIST:274
Er stimmt ihr bei jeder Möglichkeit zu. Das wirkt unehrlich.	0	MIST	DE	MIST:275
Die Wahl war manipuliert. Die Nachricht sorgt für Lärm.	1	MIST	DE	MIST:276
Schnell verliert sie die Beherrschung. Sie handelt impulsiv.	0	MIST	DE	MIST:277
Sie ist immer nett. Jedem zeigt sie ihre Herzlichkeit.	0	MIST	DE	MIST:278
Jeder ist bei ihm willkommen. Er ist sehr warmherzig.	1	MIST	DE	MIST:279
Gestern war er sehr betrunken. Jetzt fühlt er sich ranzig.	1	MIST	DE	MIST:280
Er macht sie schon lange glücklich. Er ist ihr Sonnenschein.	1	MIST	DE	MIST:281
Sie gab ihm Tipps. Die Ratschläge waren golden.	1	MIST	DE	MIST:282
Sie haben das Spiel knapp verloren. Das ist bitter.	1	MIST	DE	MIST:283
Dieser Mann ist gefährlich. Sein Blick wirkt böse.	0	MIST	DE	MIST:284
Er machte ihr ein Kompliment. Es war sehr schmeichelnd.	0	MIST	DE	MIST:286
Er fällt sehr auf. Seine Persönlichkeit ist bunt.	1	MIST	DE	MIST:287
Sie wusste nicht Bescheid. Daher fragte sie ins Ungewisse.	0	MIST	DE	MIST:288
Das Gespräch dauerte lange. Sie fand es monoton.	1	MIST	DE	MIST:289
Er denkt an die Vergangenheit. Das Gefühl ist schmerzlich-schön.	0	MIST	DE	MIST:290
Er setzt sein ganzes Geld auf rot. Er ist verrückt.	0	MIST	DE	MIST:291
Der Lehrer ist selten freundlich. Meistens wirkt er hart.	1	MIST	DE	MIST:293
Überall herrscht schlimmer Krieg. Die Zeiten sind hoffnungslos.	0	MIST	DE	MIST:295
Er macht alles was sie sagt. Er ist ihr hörig.	1	MIST	DE	MIST:296
Sie hat viel durchgemacht. Dadurch wurde sie gefühllos.	0	MIST	DE	MIST:298
Nach dem Gespräch war er sehr wütend. Nun muss er zur Vernunft kommen.	0	MIST	DE	MIST:299
Ihr Hund war ihr Freund. Sein Verlust macht sie traurig.	0	MIST	DE	MIST:300
Er schreibt einen bösen Brief. Den Ärger kann er riechen.	1	MIST	DE	MIST:302
Sie sind geschieden. Ihre Begegnungen sind feindselig.	0	MIST	DE	MIST:303
Sie zweifelten noch sehr. Die Sache war nicht verständlich.	0	MIST	DE	MIST:304
Das Thema ist ihre Leidenschaft. Sie begeistert sich dafür.	0	MIST	DE	MIST:305
Für heute bleibt sie im Bett liegen. Sie ist faul.	1	MIST	DE	MIST:306
Sie ist schnell beleidigt. Bei ihr benötigt man Fingerspitzengefühl.	1	MIST	DE	MIST:308
Das Konzert ist morgen. Sie sind schon ganz aufgeregt.	0	MIST	DE	MIST:309
Er hat ihr wehgetan. Nun zeigt er sich reuevoll.	0	MIST	DE	MIST:310
Sie hat Geburtstag. Er möchte ihren Tag versüßen.	1	MIST	DE	MIST:311
Es gab eine große Feier. Das Programm war abwechslungsreich.	0	MIST	DE	MIST:312
Sie kennen sich schon lange Zeit. Ihr Umgang ist freundschaftlich.	0	MIST	DE	MIST:313
Ihr Vorschlag gefällt niemandem. Die Kritik war scharf.	1	MIST	DE	MIST:314
Die Aufgabe ist komplex. Es ist noch vieles unklar.	1	MIST	DE	MIST:316
Er wird morgen aus der Haft entlassen. Er spürt schon die Freiheit.	0	MIST	DE	MIST:318
Der Zeuge macht die Aussage. Die Details sind pikant.	1	MIST	DE	MIST:319
Sie hatten auf nichts Lust. Ihre Tage waren grau.	1	MIST	DE	MIST:321
Überall herrscht schlimmer Krieg. Die Zeiten sind dunkel.	1	MIST	DE	MIST:322
Jeder an der Uni kennt ihn. Er ist ein auffallender Mensch.	0	MIST	DE	MIST:324
Er schaut gern Horrorfilme. Ihm gefällt die Aufregung.	0	MIST	DE	MIST:325
Sie hat zu viele Geheimnisse. Das gefällt ihm nicht.	0	MIST	DE	MIST:327
Sein Kind kam heile nach Hause. Jetzt ist er beruhigt. 	1	MIST	DE	MIST:328
Sie kennen sich schon lange. Deshalb harmonieren sie gut.	1	MIST	DE	MIST:329
Er machte ihr ein Kompliment. Es war zuckersüß.	1	MIST	DE	MIST:330
Seine Taten sind heldenhaft. Er ist ein schneidiger Typ.	1	MIST	DE	MIST:331
Sie verließ ihn. Seine Fehler wurden ihm nun klar.	1	MIST	DE	MIST:333
Beim Begräbnis war er betrunken. Das war taktlos. 	1	MIST	DE	MIST:334
Ihr Freund ist Südländer. Man sagt er sei leidenschaftlich.	0	MIST	DE	MIST:335
